Date,TSLA_Open,TSLA_High,TSLA_Low,TSLA_Close,TSLA_Volume,TSLA_Dividends,TSLA_Stock Splits,TSLA_30MA,TSLA_90MA,TSLA_Returns,AAPL_Open,AAPL_High,AAPL_Low,AAPL_Close,AAPL_Volume,AAPL_Dividends,AAPL_Stock Splits,AAPL_30MA,AAPL_90MA,AAPL_Returns,GOOGL_Open,GOOGL_High,GOOGL_Low,GOOGL_Close,GOOGL_Volume,GOOGL_Dividends,GOOGL_Stock Splits,GOOGL_30MA,GOOGL_90MA,GOOGL_Returns,MSFT_Open,MSFT_High,MSFT_Low,MSFT_Close,MSFT_Volume,MSFT_Dividends,MSFT_Stock Splits,MSFT_30MA,MSFT_90MA,MSFT_Returns
2011-01-03 00:00:00-05:00,1.7893329858779907,1.7999999523162842,1.726667046546936,1.7746670246124268,19245000,0.0,0.0,,,,9.821247437252083,9.960585823885765,9.797119825627897,9.939775466918945,445138400,0.0,0.0,,,,14.890056700858239,15.117472293654378,14.890056700858239,15.086517333984375,94513392,0.0,0.0,,,,21.600388472756777,21.70049805028048,21.50028036401997,21.546483993530273,53443800,0.0,0.0,,,
2011-01-04 00:00:00-05:00,1.7773330211639404,1.7966669797897339,1.7346669435501099,1.777999997138977,17811000,0.0,0.0,,,0.0018780833138420938,10.026335886091077,10.028145517677913,9.896950046373124,9.991652488708496,309080800,0.0,0.0,,,0.005219134170807438,15.118220464876332,15.13220009291674,14.980922347332687,15.030848503112793,72907020,0.0,0.0,,,-0.0036899722871216456,21.515677654465872,21.692792755283406,21.446371490009167,21.631187438964844,54405600,0.0,0.0,,,0.003931195709703905
2011-01-05 00:00:00-05:00,1.7653330564498901,1.7933330535888672,1.746000051498413,1.7886669635772705,21700500,0.0,0.0,,,0.005999418703857007,9.939169807989988,10.083635044965561,9.937661379623242,10.073380470275879,255519600,0.0,0.0,,,0.008179626108868687,14.979674661130002,15.235798197629078,14.97917521880685,15.204343795776367,101190708,0.0,0.0,,,0.011542614685235097,21.48487880486235,21.569586683506714,21.38477069547194,21.561885833740234,58998700,0.0,0.0,,,-0.0032037818275187924
2011-01-06 00:00:00-05:00,1.7886669635772705,1.8666670322418213,1.7873330116271973,1.858667016029358,30918000,0.0,0.0,,,0.03913531913849955,10.095097611582597,10.11108228370403,10.040207078643236,10.065239906311035,300428800,0.0,0.0,,,-0.000808126327489056,15.244534281979154,15.43799921317538,15.228808032242943,15.31493091583252,82229688,0.0,0.0,,,0.007273389864209223,21.592685010357496,22.216439031598142,21.454072679240323,22.193336486816406,88026300,0.0,0.0,,,0.029285502109841932
2011-01-07 00:00:00-05:00,1.8666670322418213,1.9053330421447754,1.8600000143051147,1.8826669454574585,33718500,0.0,0.0,,,0.01291244166982164,10.073080776200076,10.144257988702018,10.010046500964567,10.137321472167969,311931200,0.0,0.0,,,0.007161435447925912,15.375091887472069,15.433505709135341,15.23080538141099,15.388321876525879,83963952,0.0,0.0,,,0.004792118299240089,22.054725800454147,22.131732820016193,21.754400039827573,22.023923873901367,73762000,0.0,0.0,,,-0.007633490034978596
2011-01-10 00:00:00-05:00,1.878000020980835,1.9119999408721924,1.8700000047683716,1.8966670036315918,20140500,0.0,0.0,,,0.0074362904219000825,10.219055995955163,10.351759075001498,10.168991138761665,10.328234672546387,448560000,0.0,0.0,,,0.018832706539155364,15.347382318102083,15.362111585838676,15.191612439625212,15.33265495300293,63104832,0.0,0.0,,,-0.0036174784989301267,21.762099933293864,21.869908874675815,21.59268567272413,21.73129653930664,57573600,0.0,0.0,,,-0.013286793773451655
2011-01-11 00:00:00-05:00,1.906000018119812,1.9140000343322754,1.7946670055389404,1.797333002090454,25653000,0.0,0.0,,,-0.05237292648152814,10.401523024375035,10.403935060728829,10.238358227954809,10.303805351257324,444108000,0.0,0.0,,,-0.0023652949476447027,15.420025647982753,15.447235265439977,15.339894171244868,15.377588272094727,57514428,0.0,0.0,,,0.0029305635083762827,21.715899271003174,21.754402049948514,21.600387996593422,21.64659309387207,50298900,0.0,0.0,,,-0.0038977630847456535
2011-01-12 00:00:00-05:00,1.8006670475006104,1.8266669511795044,1.7680000066757202,1.797333002090454,14466000,0.0,0.0,,,0.0,10.352365636476355,10.387953451461245,10.314665376342099,10.387651443481445,302590400,0.0,0.0,,,0.008137390931389321,15.460966358187958,15.460966358187958,15.346634968935321,15.399057388305664,65242692,0.0,0.0,,,0.0013961302533957998,21.654283137767006,22.01621407312226,21.615778909248704,21.985410690307617,52631100,0.0,0.0,,,0.01565223658828163
2011-01-13 00:00:00-05:00,1.797333002090454,1.7979999780654907,1.74399995803833,1.7480000257492065,10854000,0.0,0.0,,,-0.027447877651981645,10.409967929717878,10.454604699243653,10.370458851875831,10.425650596618652,296780400,0.0,0.0,,,0.00365810822051138,15.401553013448279,15.468953943657855,15.331405626138984,15.394563674926758,53306640,0.0,0.0,,,-0.0002918174317811939,21.816005587243954,21.862209211944123,21.569584297127403,21.70819664001465,67077600,0.0,0.0,,,-0.012609000313793528
2011-01-14 00:00:00-05:00,1.7433329820632935,1.7719999551773071,1.707332968711853,1.7166670560836792,17880000,0.0,0.0,,,-0.017925039590372838,10.431984714641736,10.510098457336426,10.388253163477586,10.510098457336426,308840000,0.0,0.0,,,0.008100008717457197,15.41228718220424,15.583784263903695,15.404298958815101,15.581538200378418,94529376,0.0,0.0,,,0.01214549040816193,21.623485838662834,21.854505399624863,21.49257436244127,21.79290008544922,62688400,0.0,0.0,,,0.003901910731656022
